name,formatted_address,電話,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
龍輝汽車電機行,364台灣苗栗縣大湖鄉民族路63號,03 799 4629,,,,,,,,,,,,,,,,,,,,,,,
富凱輪胎行,208台灣新北市金山區中正路136號,02 2498 2182,,,,,,,,,,,,,,,,,,,,,,,
東立汽車修配場,649台灣雲林縣二崙鄉湳仔路91之1號,05 598 7826,,,,,,,,,,,,,,,,,,,,,,,
昊特汽車(BEST中古車聯盟)-台南善化中古車、Goo二手車訊推薦好店、原新世紀汽車,741台灣台南市善化區169號,0977 643 266,,,,,,,,,,,,,,,,,,,,,,,
除碳大師,73742台灣台南市鹽水區忠孝路70號,06 652 9389,,,,,,,,,,,,,,,,,,,,,,,
永祥汽車農機修配廠,369台灣苗栗縣卓蘭鎮上新街15之1號,04 2589 4737,,,,,,,,,,,,,,,,,,,,,,,
頂良汽車修護廠,357台灣苗栗縣通霄鎮中山路663號,03 776 2958,,,,,,,,,,,,,,,,,,,,,,,
正晟汽車保養廠,526台灣彰化縣二林鎮斗苑路四段133號,04 8968 9633,,,,,,,,,,,,,,,,,,,,,,,
友誠汽車企業社,940台灣屏東縣枋寮鄉枋寮鄉中正大路413號,08 878 3386,,,,,,,,,,,,,,,,,,,,,,,
華太汽車,312台灣新竹縣橫山鄉中豐路一段104號,0928 809 592,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟-建興汽車,940台灣屏東縣枋寮鄉中正大路426號,08 878 7160,,,,,,,,,,,,,,,,,,,,,,,
永益汽車修理廠,357台灣苗栗縣通霄鎮65之3號,03 775 2269,,,,,,,,,,,,,,,,,,,,,,,
建成汽車修理廠,737台灣台南市鹽水區南門路117號,06 652 2141,,,,,,,,,,,,,,,,,,,,,,,
三進汽車修護廠,528台灣彰化縣芳苑鄉三合村,0935 381 132,,,,,,,,,,,,,,,,,,,,,,,
71 garage,742台灣台南市大內區122號之71號,0919 852 598,,,,,,,,,,,,,,,,,,,,,,,
宜蘭佳馳電池,262台灣宜蘭縣礁溪鄉礁溪路三段19號,03 928 8020,,,,,,,,,,,,,,,,,,,,,,,
祺耀輪胎行,553台灣南投縣水里鄉民生路223號,04 9277 0846,,,,,,,,,,,,,,,,,,,,,,,
順益汽車材料行,553台灣南投縣水里鄉七賢一街60號,04 9287 1728,,,,,,,,,,,,,,,,,,,,,,,
正新汽車修理廠,360台灣苗栗縣苗栗市後汶公路14號,03 722 0351,,,,,,,,,,,,,,,,,,,,,,,
立峯汽車電機行,648台灣雲林縣西螺鎮振興路116-1號,0922 959 916,,,,,,,,,,,,,,,,,,,,,,,
慶宏車體工廠,360台灣苗栗縣苗栗市苗栗市新川里柑園9鄰3號,03 732 3628,,,,,,,,,,,,,,,,,,,,,,,
富翔汽車維修場,253台灣新北市石門區中央路1之13號,02 2638 3338,,,,,,,,,,,,,,,,,,,,,,,
文榮汽車修配廠,553台灣南投縣水里鄉中山路一段309號,04 9277 4293,,,,,,,,,,,,,,,,,,,,,,,
志祥修車廠,367台灣苗栗縣三義鄉尖豐公路,03 787 3437,,,,,,,,,,,,,,,,,,,,,,,
萬昌汽車修理廠,357台灣苗栗縣通霄鎮白東127之1號,03 779 3359,,,,,,,,,,,,,,,,,,,,,,,
偉銘汽車修理廠,622台灣嘉義縣大林鎮四維街118號,05 265 1567,,,,,,,,,,,,,,,,,,,,,,,
弘名汽車保養場,843台灣高雄市美濃區民族路53之5號,07 681 9893,,,,,,,,,,,,,,,,,,,,,,,
進興汽車修配廠,252台灣新北市三芝區淡金路二段36號,02 2636 5585,,,,,,,,,,,,,,,,,,,,,,,
福將汽車修護廠,842台灣高雄市旗山區旗南一路373-30號,07 661 7711,,,,,,,,,,,,,,,,,,,,,,,
久信汽車裝璜行,726台灣台南市學甲區中正路465號,06 783 5395,,,,,,,,,,,,,,,,,,,,,,,
財能汽車,843台灣高雄市美濃區中正路二段74號,0933 833 622,,,,,,,,,,,,,,,,,,,,,,,
振騰汽車冷氣,31053台灣新竹縣竹東鎮中興路一段111號,03 583 3426,,,,,,,,,,,,,,,,,,,,,,,
智揚汽車修護廠,530台灣彰化縣二水鄉過圳村三民巷1號,04 879 5601,,,,,,,,,,,,,,,,,,,,,,,
昇泰汽車電機引擎輪胎行,367台灣苗栗縣三義鄉中正路168之2號,03 787 3373,,,,,,,,,,,,,,,,,,,,,,,
國豐汽車修護廠,363台灣苗栗縣公館鄉158號,03 722 3830,,,,,,,,,,,,,,,,,,,,,,,
荷花田陶工房,557台灣南投縣竹山鎮南投縣竹山鎮中崎里沉潭巷14-8號,0937 529 341,,,,,,,,,,,,,,,,,,,,,,,
瑞成汽車保養廠（吳樹成）,956台灣台東縣關山鎮崁頂路123號,08 981 4637,,,,,,,,,,,,,,,,,,,,,,,
亞東汽車保養廠,727台灣台南市北門區北門167號,06 786 0057,,,,,,,,,,,,,,,,,,,,,,,
廣龍汽車修理廠,732台灣台南市白河區中山路1之83號,06 685 4746,,,,,,,,,,,,,,,,,,,,,,,
車淨車體美學,842台灣高雄市旗山區光復一街2-1號,0981 988 895,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎 源豐店,622台灣嘉義縣大林鎮中正路10號,05 265 2455,,,,,,,,,,,,,,,,,,,,,,,
金鑫修車廠,622台灣嘉義縣大林鎮81-5、,0983 269 598,,,,,,,,,,,,,,,,,,,,,,,
三義鑾成汽車保修廠,367台灣苗栗縣三義鄉八股路35-7號,03 787 1947,,,,,,,,,,,,,,,,,,,,,,,
悅豐汽車保養廠,"302台灣新竹縣竹北市302, Unnamed Road",03 550 9669,,,,,,,,,,,,,,,,,,,,,,,
101汽車保養廠,306台灣新竹縣關西鎮正義路350號,03 587 7007,,,,,,,,,,,,,,,,,,,,,,,
寶捷汽車,900台灣屏東縣屏東市崇德一路26巷,0917 978 579,,,,,,,,,,,,,,,,,,,,,,,
大豐汽車修配場,906台灣屏東縣高樹鄉華光路99號,08 796 1280,,,,,,,,,,,,,,,,,,,,,,,
台南柳營 正安汽車修護廠,736台灣台南市柳營區367-3號,06 623 2386,,,,,,,,,,,,,,,,,,,,,,,
竣鼎車體,905台灣屏東縣里港鄉三廍村,0920 980 821,,,,,,,,,,,,,,,,,,,,,,,
國耀企業社,956台灣台東縣關山鎮平等路41號,08 981 3386,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,622台灣嘉義縣大林鎮中正路226號,05 265 7133,,,,,,,,,,,,,,,,,,,,,,,
盛利車業有限公司,726台灣台南市學甲區華宗路418號,06 783 5818,,,,,,,,,,,,,,,,,,,,,,,
佑昌汽車修理廠,307台灣新竹縣芎林鄉富林路三段400之2號,03 592 6521,,,,,,,,,,,,,,,,,,,,,,,
順達輪胎行,310台灣新竹縣竹東鎮北興路三段220號,03 511 0721,,,,,,,,,,,,,,,,,,,,,,,
立大汽車修配廠,648台灣雲林縣西螺鎮214號,05 586 7717,,,,,,,,,,,,,,,,,,,,,,,
煌昌汽車保養行,252台灣新北市三芝區淡金路一段18號,02 2636 1106,,,,,,,,,,,,,,,,,,,,,,,
東利行,551台灣南投縣名間鄉彰南路213之1號,04 9273 2397,,,,,,,,,,,,,,,,,,,,,,,
Honda Cars Miaoli City,360台灣苗栗縣苗栗市國華路1039號,03 737 2088,,,,,,,,,,,,,,,,,,,,,,,
鼎達汽車保養廠,944台灣屏東縣車城鄉保新路25號台灣,0976 924 275,,,,,,,,,,,,,,,,,,,,,,,
動力汽車保修廠,366台灣苗栗縣銅鑼鄉中正路2-3號,03 798 6080,,,,,,,,,,,,,,,,,,,,,,,
勤豐汽車修配廠,423台灣台中市東勢區東關路七段243之1號,04 2588 4922,,,,,,,,,,,,,,,,,,,,,,,
旺興汽車保養廠,732台灣台南市白河區中山路2-68號,06 685 9938,,,,,,,,,,,,,,,,,,,,,,,
嘉祥汽車修配廠,654台灣雲林縣四湖鄉東洋路106號之26號,05 787 3041,,,,,,,,,,,,,,,,,,,,,,,
和林汽車修配所,732台灣台南市白河區中山路259號,06 685 7056,,,,,,,,,,,,,,,,,,,,,,,
民鈿有限公司台南分公司,73442台灣台南市六甲區中華路423號,06 698 5812,,,,,,,,,,,,,,,,,,,,,,,
富盛車坊 (VAG毒窟),52505台灣彰化縣竹塘鄉竹鹿路保安巷525 彰化 縣 鄉 69 號,0926 227 052,,,,,,,,,,,,,,,,,,,,,,,
鏵山輪胎行,557台灣南投縣竹山鎮集山路三段400號,04 9265 1776,,,,,,,,,,,,,,,,,,,,,,,
天城汽車股份有限公司,307台灣新竹縣芎林鄉富林路二段714號,03 592 6662,,,,,,,,,,,,,,,,,,,,,,,
慶宇汽車保養廠,300台灣新竹市北區林森路301號,03 525 5711,,,,,,,,,,,,,,,,,,,,,,,
吉興汽車材料行,920台灣屏東縣潮州鎮四維路406號,08 788 7196,,,,,,,,,,,,,,,,,,,,,,,
鑫順汽車修理廠,224台灣新北市瑞芳區路過港巷1-1號,0936 981 389,,,,,,,,,,,,,,,,,,,,,,,
立誠汽車保修中心,631台灣雲林縣大埤鄉大埤路529號,05 591 6519,,,,,,,,,,,,,,,,,,,,,,,
華豐汽車修理廠-汽車維修、汽車保養、輪胎,364台灣苗栗縣大湖鄉仁愛路121號,03 799 2870,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,842台灣高雄市旗山區旗文路154巷45號,07 662 1433,,,,,,,,,,,,,,,,,,,,,,,
廣達汽車修護中心,726台灣台南市學甲區建國路122號,06 782 4953,,,,,,,,,,,,,,,,,,,,,,,
永新汽車修配所,714台灣台南市玉井區中山路158之1號,06 574 2611,,,,,,,,,,,,,,,,,,,,,,,
建源汽車配件行,540台灣南投縣南投市南崗一路65號,04 9222 3365,,,,,,,,,,,,,,,,,,,,,,,
瑞億汽車材料行,726台灣學甲區華宗路547號,06 783 2433,,,,,,,,,,,,,,,,,,,,,,,
佳興汽車修理廠,731台灣台南市後壁區257號,0988 362 133,,,,,,,,,,,,,,,,,,,,,,,
佳美汽車有限公司,526台灣彰化縣二林鎮斗苑路四段82號,04 895 1333,,,,,,,,,,,,,,,,,,,,,,,
七股德盟汽車,"號 724 台南 市 七 股 區 南 39 鄉 道 45 號, No. 45南39鄉道七股區台南市台灣 724",06 788 0007,,,,,,,,,,,,,,,,,,,,,,,
信成汽車修理廠,357台灣苗栗縣通霄鎮中山路62-3號,03 775 8077,,,,,,,,,,,,,,,,,,,,,,,
竹大汽車修理廠,310台灣新竹縣竹東鎮中興路二段125號,03 582 3845,,,,,,,,,,,,,,,,,,,,,,,
麥倫汽車,262台灣宜蘭縣礁溪鄉礁溪路一段255號,03 928 7520,,,,,,,,,,,,,,,,,,,,,,,
廣信汽車修護,732台灣台南市白河區中正路228號,06 685 1885,,,,,,,,,,,,,,,,,,,,,,,
維新汽車修護保養場,603台灣嘉義縣梅山鄉中山路775號,05 262 5575,,,,,,,,,,,,,,,,,,,,,,,
垠金汽車修配廠,305台灣新竹縣新埔鎮新關路五埔段657巷17-1號,03 589 4173,,,,,,,,,,,,,,,,,,,,,,,
路馳揚崙背店,637台灣雲林縣崙背鄉南昌路375號,05 696 7183,,,,,,,,,,,,,,,,,,,,,,,
立典電器行,557台灣南投縣竹山鎮集山路三段584號,04 9264 2779,,,,,,,,,,,,,,,,,,,,,,,
關山汽車股份有限公司,956台灣台東縣關山鎮順興路18號,08 981 2643,,,,,,,,,,,,,,,,,,,,,,,
新隆汽車商行,426台灣台中市新社區中和街五段56號,04 2581 7789,,,,,,,,,,,,,,,,,,,,,,,
進喜汽車修護廠,732台灣台南市白河區河東里99-6號,06 685 2268,,,,,,,,,,,,,,,,,,,,,,,
三山修車廠,364台灣苗栗縣大湖鄉三鄰2-5號,03 799 1956,,,,,,,,,,,,,,,,,,,,,,,
河嘉車業有限公司,732台灣台南市白河區中山路109號,06 685 2724,,,,,,,,,,,,,,,,,,,,,,,
永盛汽車修配,302台灣新竹縣竹北市東興路一段136之1號,03 550 0496,,,,,,,,,,,,,,,,,,,,,,,
弘城汽車,904台灣屏東縣九如鄉九如路三段425號,08 775 9628,,,,,,,,,,,,,,,,,,,,,,,
宇揚汽車修理廠,363台灣苗栗縣公館鄉195之2號,03 722 1111,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,526台灣彰化縣二林鎮建國路439號,04 895 7279,,,,,,,,,,,,,,,,,,,,,,,
國全精密工業股份有限公司,366台灣苗栗縣銅鑼鄉瑞興街16號,03 722 4319,,,,,,,,,,,,,,,,,,,,,,,
良祥汽車保養廠（良祥車業）,224台灣新北市瑞芳區中山路80號,02 497 0832,,,,,,,,,,,,,,,,,,,,,,,
福興汽車保養場~褒忠鄉,634台灣雲林縣褒忠鄉太湖路10號 之 15 號,05 697 6909,,,,,,,,,,,,,,,,,,,,,,,
嘉實多--台南新營宏仁店,73010台灣台南市新營區健康路61號,06 656 9366,,,,,,,,,,,,,,,,,,,,,,,
鑫大發汽車車業行,635台灣雲林縣東勢鄉東勢西路1號,05 699 4657,,,,,,,,,,,,,,,,,,,,,,,
憲達汽車企業社,367台灣苗栗縣三義鄉伯公坑290號,03 787 4692,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,731台灣台南市後壁區206之2號,06 633 3899,,,,,,,,,,,,,,,,,,,,,,,
英輝汽車電機行,912台灣屏東縣內埔鄉南寧路226號市區,0915 972 382,,,,,,,,,,,,,,,,,,,,,,,
全盛汽車保修廠,362台灣苗栗縣頭屋鄉頭屋村18鄰橋頭65-1號,03 725 0387,,,,,,,,,,,,,,,,,,,,,,,
古坑汽車行,646台灣雲林縣古坑鄉文昌路104巷7號,05 582 8779,,,,,,,,,,,,,,,,,,,,,,,
瑞堂汽車保養廠,920台灣屏東縣潮州鎮玉春街4號,08 788 6376,,,,,,,,,,,,,,,,,,,,,,,
龍德汽車代檢廠,270台灣宜蘭縣蘇澳鎮蘇濱路三段1號,03 990 6288,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,842台灣高雄市旗山區中華路7之117號,07 662 8555,,,,,,,,,,,,,,,,,,,,,,,
瑞興汽車商行,558台灣南投縣鹿谷鄉中正路二段431號之1號,04 9275 2898,,,,,,,,,,,,,,,,,,,,,,,
朝興汽車修配所,553台灣南投縣水里鄉水信路一段138號,04 9277 2098,,,,,,,,,,,,,,,,,,,,,,,
國泰汽車商行,262台灣宜蘭縣礁溪鄉七結路41之1號,03 987 2057,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,606台灣嘉義縣中埔鄉金蘭24之2號,05 203 1509,,,,,,,,,,,,,,,,,,,,,,,
順益汽車苗栗營業所,36055台灣苗栗縣苗栗市國華路637號,03 733 3030,,,,,,,,,,,,,,,,,,,,,,,
永新汽車修理廠,891金湖鎮新生街42號,08 233 2464,,,,,,,,,,,,,,,,,,,,,,,
力大汽車企業行,842台灣高雄市旗山區延平一路424號,07 662 3013,,,,,,,,,,,,,,,,,,,,,,,
新發車業,733台灣台南市東山區中興路12號,06 680 5688,,,,,,,,,,,,,,,,,,,,,,,
建興輪胎行,940台灣屏東縣枋寮鄉中山路二段136號,08 871 3797,,,,,,,,,,,,,,,,,,,,,,,
新建成企業社,940台灣屏東縣枋寮鄉臨海路199號,08 871 2995,,,,,,,,,,,,,,,,,,,,,,,
雄偉車業有限公司,913台灣屏東縣新園鄉仙吉路41號,08 868 2298,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,608台灣嘉義縣水上鄉154號,05 371 8599,,,,,,,,,,,,,,,,,,,,,,,
全發企業社,261台灣宜蘭縣頭城鎮復興路18巷7-1號,03 977 8503,,,,,,,,,,,,,,,,,,,,,,,
鈺進車業,"號, No. 171中華路, 埔里鎮南投縣台灣 545",04 9242 2970,,,,,,,,,,,,,,,,,,,,,,,
吉林汽車修理有限公司,"號, 學甲區台南市台灣 726",0938 655 052,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟-鋒聯汽車,545台灣南投縣埔里鎮信義路850號,0932 561 431,,,,,,,,,,,,,,,,,,,,,,,
聯勤汽車,363台灣苗栗縣公館鄉3鄰五谷路89號,0918 992 671,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,307台灣新竹縣芎林鄉富林路二段70號,03 592 5758,,,,,,,,,,,,,,,,,,,,,,,
耀發汽車保養廠,720台灣台南市官田區工社北街153號,06 698 3336,,,,,,,,,,,,,,,,,,,,,,,
行福車業有限公司,900台灣屏東縣屏東市自由路381號,08 737 3355,,,,,,,,,,,,,,,,,,,,,,,
永全汽車材料行,963台灣台東縣太麻里鄉外環路206號,08 978 2789,,,,,,,,,,,,,,,,,,,,,,,
盟達友汽車修理廠,261台灣宜蘭縣頭城鎮青雲路二段730號,03 977 3963,,,,,,,,,,,,,,,,,,,,,,,
太順汽車保養廠,637台灣雲林縣崙背鄉正義路45號,05 696 2756,,,,,,,,,,,,,,,,,,,,,,,
皇谷汽車板金噴漆廠,558台灣南投縣鹿谷鄉中正路二段143之1號,04 9275 3278,,,,,,,,,,,,,,,,,,,,,,,
建昌輪胎行,367台灣苗栗縣三義鄉西湖村伯公坑327號,03 787 3527,,,,,,,,,,,,,,,,,,,,,,,
瑋崧汽車修理廠,654台灣雲林縣四湖鄉四湖鄉施湖村中正路頂湖巷15號,05 787 2470,,,,,,,,,,,,,,,,,,,,,,,
宏吉汽車保養廠,553台灣南投縣水里鄉中山路二段316號,04 9277 4326,,,,,,,,,,,,,,,,,,,,,,,
屏東晉達輪胎行,900台灣屏東縣屏東市瑞光路三段239號,0982 785 597,,,,,,,,,,,,,,,,,,,,,,,
慶豐拖吊有限公司,364台灣苗栗縣大湖鄉舊糖廠8鄰3之2號,03 799 6222,,,,,,,,,,,,,,,,,,,,,,,
瑞成汽車企業社,956台灣台東縣關山鎮中華路1號,08 981 0360,,,,,,,,,,,,,,,,,,,,,,,
愛車族汽車凹痕修復中心,842台灣高雄市旗山區後厝巷3號,0936 791 170,,,,,,,,,,,,,,,,,,,,,,,
建泰汽車修復廠,636台灣雲林縣台西鄉五港路182號,05 698 6326,,,,,,,,,,,,,,,,,,,,,,,
鴻文汽車修理廠,633台灣雲林縣土庫鎮土庫鎮馬光厝段1557號之3,05 665 3621,,,,,,,,,,,,,,,,,,,,,,,
鴻德汽車輪胎保修廠 (24H道路救援),963台灣台東縣太麻里鄉太麻里街119號,08 978 2995,,,,,,,,,,,,,,,,,,,,,,,
福隆汽車修理廠,228台灣新北市貢寮區東興街41號,02 2499 1262,,,,,,,,,,,,,,,,,,,,,,,
景泰汽車板金,351台灣苗栗縣頭份市中正三路6號,03 760 1138,,,,,,,,,,,,,,,,,,,,,,,
華泰汽車修理廠,305台灣新竹縣新埔鎮文山路亞東段259號305,03 588 7123,,,,,,,,,,,,,,,,,,,,,,,
洽興汽車修配廠,842台灣高雄市旗山區旗南一路134號之一,07 662 1852,,,,,,,,,,,,,,,,,,,,,,,
汯順汽車修護廠,734台灣台南市六甲區進化街81巷29號,0937 576 869,,,,,,,,,,,,,,,,,,,,,,,
鴻通汽車修護廠,306台灣新竹縣關西鎮北斗里中豐路2段35號03-5872965,0919 256 708,,,,,,,,,,,,,,,,,,,,,,,
三福汽車修護場,616台灣嘉義縣新港鄉新民路238-39號,05 374 4816,,,,,,,,,,,,,,,,,,,,,,,
輝龍車業有限公司,624台灣嘉義縣義竹鄉170號,05 341 2625,,,,,,,,,,,,,,,,,,,,,,,
吉和汽車修理廠,367台灣苗栗縣三義鄉西湖村伯公坑312號,03 787 4522,,,,,,,,,,,,,,,,,,,,,,,
宏謚汽車修配有限公司,528台灣彰化縣芳苑鄉工區路34號,04 896 5171,,,,,,,,,,,,,,,,,,,,,,,
華通修配廠,422台灣台中市石岡區豐勢路121號,04 2581 0993,,,,,,,,,,,,,,,,,,,,,,,
尚毅汽車保養廠,900台灣屏東縣屏東市忠孝路562號,0911 727 507,,,,,,,,,,,,,,,,,,,,,,,
景全汽車板金保養場,625台灣嘉義縣布袋鎮太平東路31號625,05 347 4417,,,,,,,,,,,,,,,,,,,,,,,
東山清安汽車行,733台灣台南市東山區青山里140-11號,06 686 2665,,,,,,,,,,,,,,,,,,,,,,,
Mobile 1 車養護 鈺泰汽車,912台灣屏東縣內埔鄉民善路138號,08 779 4771,,,,,,,,,,,,,,,,,,,,,,,
瑞成汽車保養廠,843台灣高雄市美濃區中興路一段465-1號,07 681 2467,,,,,,,,,,,,,,,,,,,,,,,
廣慶汽車保養廠,"號, No. 1028中興路一段美濃區高雄市台灣 843",07 682 1381,,,,,,,,,,,,,,,,,,,,,,,
永信企業社,353台灣苗栗縣南庄鄉田美134之10號,03 782 5577,,,,,,,,,,,,,,,,,,,,,,,
榮晟汽車百貨有限公司,351台灣苗栗縣頭份市永貞路一段95號,03 762 3889,,,,,,,,,,,,,,,,,,,,,,,
全盛汽車修配廠,357台灣苗栗縣通霄鎮中山路180號,03 775 4372,,,,,,,,,,,,,,,,,,,,,,,
瑞豐修配廠,726台灣台南市學甲區華宗路133號,06 783 7170,,,,,,,,,,,,,,,,,,,,,,,
東和修車廠,423台灣台中市東勢區東關路24號,04 2594 2515,,,,,,,,,,,,,,,,,,,,,,,
九匠汽車,904台灣屏東縣九如鄉九如路二段1巷20弄41號,0926 176 131,,,,,,,,,,,,,,,,,,,,,,,
大嘉電機行,616台灣嘉義縣新港鄉新民路181號,05 374 2275,,,,,,,,,,,,,,,,,,,,,,,
陽明電機行,634台灣雲林縣褒忠鄉三民路3號,05 697 5829,,,,,,,,,,,,,,,,,,,,,,,
啟承輪胎行,730台灣台南市新營區長榮路二段951號,0982 733 436,,,,,,,,,,,,,,,,,,,,,,,
震達汽車車業行,635台灣雲林縣東勢鄉東榮路82之1號,05 699 5530,,,,,,,,,,,,,,,,,,,,,,,
錦順汽車修理廠,270台灣宜蘭縣蘇澳鎮仁愛路130號,03 990 6942,,,,,,,,,,,,,,,,,,,,,,,
正記 黃家綠豆蒜,944台灣屏東縣車城鄉福安路3之36號,08 882 1214,,,,,,,,,,,,,,,,,,,,,,,
福仁汽車保養廠,842台灣高雄市旗山區旗南一路234之1號,07 661 5080,,,,,,,,,,,,,,,,,,,,,,,
昌益汽車維修廠,558台灣南投縣鹿谷鄉中正路一段217號,04 9275 3938,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,900台灣屏東縣屏東市忠孝路365號,08 732 1547,,,,,,,,,,,,,,,,,,,,,,,
新馬汽車股份有限公司,635台灣雲林縣東勢鄉文化路3號,05 699 1234,,,,,,,,,,,,,,,,,,,,,,,
米其林輪胎-順揚輪胎行,811台灣高雄市楠梓區旗楠路573號旁邊,07 353 3062,,,,,,,,,,,,,,,,,,,,,,,
SUM(恆春汽車),946台灣屏東縣恆春鎮省北路二段188號,08 889 0018,,,,,,,,,,,,,,,,,,,,,,,
廣順汽車輪胎保養廠,846台灣高雄市杉林區清水路37-9號,0976 690 163,,,,,,,,,,,,,,,,,,,,,,,
上群汽車百貨,"號, No. 5-126東鄉路竹山鎮南投縣台灣 557",04 9265 1472,,,,,,,,,,,,,,,,,,,,,,,
東昇汽車保養廠,646台灣雲林縣古坑鄉文化路212號,05 526 0047,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,842台灣高雄市旗山區旗屏一路513號,07 661 8675,,,,,,,,,,,,,,,,,,,,,,,
興和汽車電機行,978台灣花蓮縣瑞穗鄉中正南路一段182號,03 887 1305,,,,,,,,,,,,,,,,,,,,,,,
永昌汽車商行,981台灣花蓮縣玉里鎮興國路二段226號,03 888 1926,,,,,,,,,,,,,,,,,,,,,,,
鴻順汽車企業行,844台灣高雄市六龜區光復路356號,07 689 4396,,,,,,,,,,,,,,,,,,,,,,,
路路安汽修連鎖-台東統一店,961台灣台東縣成功鎮芝田路2-1號,08 985 1888,,,,,,,,,,,,,,,,,,,,,,,
長春車行,962台灣台東縣長濱鄉長濱57號,08 983 1029,,,,,,,,,,,,,,,,,,,,,,,
興輝汽車快保中心,961台灣台東縣成功鎮公民路10-2號,08 985 5009,,,,,,,,,,,,,,,,,,,,,,,
冠陽車業股份有限公司,950台灣台東縣台東市柳州街230號,08 934 2995,,,,,,,,,,,,,,,,,,,,,,,
樺興汽車商行,962台灣台東縣長濱鄉長濱鄉長濱村長濱12號,08 983 1555,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,975台灣花蓮縣鳳林鎮中正路一段308號,03 876 2647,,,,,,,,,,,,,,,,,,,,,,,
SUM(延岡汽車),950台灣台東縣台東市台東縣台東市民航路118之1號,08 922 3322,,,,,,,,,,,,,,,,,,,,,,,
權鑫汽車修護,227台灣新北市雙溪區中華路36號,02 2493 4973,,,,,,,,,,,,,,,,,,,,,,,
鴻昇汽車保修廠,353台灣苗栗縣南庄鄉東村16鄰91號,03 782 1310,,,,,,,,,,,,,,,,,,,,,,,
亞泰汽車修理廠,981台灣花蓮縣玉里鎮大同路175號,03 888 8332,,,,,,,,,,,,,,,,,,,,,,,
星準汽車,222台灣新北市深坑區北深路三段92號,02 2662 6827,,,,,,,,,,,,,,,,,,,,,,,
阡裕汽車保養所,98341台灣花蓮縣富里鄉中興路78號,03 883 1673,,,,,,,,,,,,,,,,,,,,,,,
耀興修車廠,544台灣南投縣國姓鄉長壽巷1之2號,04 9272 2377,,,,,,,,,,,,,,,,,,,,,,,
順發汽車電機,983台灣花蓮縣富里鄉中興路230號,03 883 2292,,,,,,,,,,,,,,,,,,,,,,,
三通汽車修護廠,114台灣台北市內湖區安康路108號,02 2791 1625,,,,,,,,,,,,,,,,,,,,,,,
金能汽車,981台灣花蓮縣玉里鎮花東縱谷公路69號,03 888 2665,,,,,,,,,,,,,,,,,,,,,,,
日昇汽車電機水箱材料行,950台灣台東縣台東市更生路1047號,08 922 5811,,,,,,,,,,,,,,,,,,,,,,,
志勝企業社,978台灣花蓮縣瑞穗鄉30之8號,03 887 0525,,,,,,,,,,,,,,,,,,,,,,,
興豐汽車企業社,981台灣花蓮縣玉里鎮興國路二段222號,03 888 8851,,,,,,,,,,,,,,,,,,,,,,,
豐益汽車保養廠,955台灣台東縣鹿野鄉中山路158號,08 958 1592,,,,,,,,,,,,,,,,,,,,,,,
明忠汽車電機行,981台灣花蓮縣玉里鎮忠孝路57號,03 888 0203,,,,,,,,,,,,,,,,,,,,,,,
榮晉汽車嘉實多護車保養站,978台灣花蓮縣瑞穗鄉中正北路一段77號,03 887 0353,,,,,,,,,,,,,,,,,,,,,,,
SUM富豐汽車,981台灣花蓮縣玉里鎮興國路一段67-2號,03 888 8899,,,,,,,,,,,,,,,,,,,,,,,
德福汽修廠,981台灣花蓮縣玉里鎮民國路一段131-3號,03 898 0387,,,,,,,,,,,,,,,,,,,,,,,
龍誠汽車企業社,978台灣花蓮縣瑞穗鄉中正南路一段43號,03 887 0310,,,,,,,,,,,,,,,,,,,,,,,
東豐車業行,965台灣台東縣大武鄉大武街18號,08 979 2089,,,,,,,,,,,,,,,,,,,,,,,
南強輪胎行,844台灣高雄市六龜區光復路354號,07 689 1778,,,,,,,,,,,,,,,,,,,,,,,
正信汽車修護廠,602台灣嘉義縣番路鄉隙頂54號,0988 656 893,,,,,,,,,,,,,,,,,,,,,,,
鈺達汽車保養廠,981台灣花蓮縣玉里鎮興國路二段39號,03 888 8608,,,,,,,,,,,,,,,,,,,,,,,
